what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1384616332369
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1384616332369
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1384616332369
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1384616332400
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1384616332400
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1384616332400
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1384616332400
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1384616332416
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1384616332416
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1384616332416
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1384616332416
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1384616332416
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1384616332447
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1384616332447
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1384616332447
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1384616332447
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1384616332447
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1384616332447
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1384616332462
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1384616332462
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1384616332462
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1384616332462
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1384616332462
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1384616332462
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1384616332462
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1384616332462
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1384616332462
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1384616332462
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1384616332462
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1384616332462
os,sysinfo,,,"win32",1384616332478
arch,sysinfo,,,"x86",1384616332478
ws,sysinfo,,,"win32",1384616332478
locale,sysinfo,,,"es_ES",1384616332478
processors,sysinfo,,,"2",1384616332478
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1384616332478
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1384616332478
java.specification.name,sysinfo,,,"Java Platform API Specification",1384616332478
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1384616332478
java.specification.version,sysinfo,,,"1.6",1384616332478
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1384616332478
java.version,sysinfo,,,"1.6.0_17",1384616332478
java.vm.info,sysinfo,,,"mixed mode",1384616332478
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1384616332478
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1384616332478
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1384616332478
java.vm.specification.version,sysinfo,,,"1.0",1384616332478
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1384616332478
java.vm.version,sysinfo,,,"14.3-b01",1384616332478
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1384616332494
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1384616333024
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1384616333040
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1384616333055
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1384616343414
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1384616343429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616345286
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1384616351104
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1384616351822
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1384616351869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616352930
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1384616353398
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1384616353725
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1384616353725
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1384616353834
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1384616353834
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1384616353897
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616358202
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1384616365737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616366548
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1384616368264
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384616368327
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384616368888
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1384616368951
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1384616408700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616417607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616555745
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1384616578116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616590440
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616590596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616607506
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1384616608660
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1384616608816
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1384616608941
started,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1384616609721
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384616609955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616644587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616662153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616738187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616742321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616743366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616744209
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616764785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616778420
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384616781820
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384616809276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616812474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616825048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616829385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616830508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616838058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616839462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616866762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384616869992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616872394
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616873658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616880116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616893454
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616899834
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616921737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616926198
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616956665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384616958085
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616961720
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384616971329
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1384616977710
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384616978958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384616994168
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384617056396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384617058705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384617125364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384617127329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384617137391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384617138436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384617140074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617151930
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617153085
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384617180853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617186453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617187608
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617196796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617211846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617214529
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617215387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617220004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617220925
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617298675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384617299611
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384617363025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384617825128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384617831587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384618012718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384618015324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384618039410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384618041890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618326263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618326434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618331286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618331442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618363734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618363890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618378055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618378226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618392578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618392734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618417741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618418038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384618436914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384618502184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384618504181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384618506958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384618510842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384618554865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384618576752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384618583678
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384618586096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384618587469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618640930
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618641102
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384618644706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384618655142
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384618657529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384618691584
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384618696326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384618699009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384618704766
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384618748227
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618907675
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384618907831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384618910420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384619084704
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384619085374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384619137120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384619137213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384619146043
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384619146324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384619179879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384619180035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384619218396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384619218552
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384619221048
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384619232576
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384619240829
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384619305788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384619334476
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384619336083
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384619369282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384619408063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384619430512
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384619432477
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384619460715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384619494770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384619497875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384619962536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384619972005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384619984142
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384620018915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384620021333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620038259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620038430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620079567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620079879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384620082625
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384620085542
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384620098836
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384620204698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384620205634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384620212170
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384620218504
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384620246184
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620272985
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620312594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620314980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620321080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAs",1384620321096
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620323061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620333700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620334839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620343684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAs",1384620343684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620347818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620355150
